file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/strokeDataset\derivatives\lesion_masks\sub-15\dwi\sub-15_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0016307830810546875,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0016307830810546875
D:/strokeDataset\derivatives\lesion_masks\sub-150\dwi\sub-150_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.5989584), np.float32(6.0000057))",3538944,0.0038270950317382812,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.5989584), np.float32(6.0000057))",3538944,0.0038270950317382812
D:/strokeDataset\derivatives\lesion_masks\sub-150\dwi\sub-150_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.5989584), np.float32(6.0000057))",3538944,0.00382232666015625,"(384, 384, 24)",float64,"(np.float32(0.5989584), np.float32(0.5989584), np.float32(6.0000057))",3538944,0.00382232666015625
D:/strokeDataset\derivatives\lesion_masks\sub-1501\dwi\sub-1501_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0020961761474609375,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0020961761474609375
D:/strokeDataset\derivatives\lesion_masks\sub-1501\dwi\sub-1501_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0020914077758789062,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0020914077758789062
D:/strokeDataset\derivatives\lesion_masks\sub-1502\dwi\sub-1502_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.99999))",1382400,0.0016088485717773438,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.99999))",1382400,0.0016088485717773438
D:/strokeDataset\derivatives\lesion_masks\sub-1502\dwi\sub-1502_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.99999))",1382400,0.0016040802001953125,"(240, 240, 24)",float64,"(np.float32(1.0416666), np.float32(1.0416666), np.float32(5.99999))",1382400,0.0016040802001953125
D:/strokeDataset\derivatives\lesion_masks\sub-1503\dwi\sub-1503_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057694), np.float32(5.999994))",1254400,0.0020608901977539062,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057694), np.float32(5.999994))",1254400,0.0020608901977539062
D:/strokeDataset\derivatives\lesion_masks\sub-1503\dwi\sub-1503_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057694), np.float32(5.999994))",1254400,0.002056121826171875,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057694), np.float32(5.999994))",1254400,0.002056121826171875
D:/strokeDataset\derivatives\lesion_masks\sub-1505\dwi\sub-1505_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0000014))",1254400,0.0014867782592773438,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0000014))",1254400,0.0014867782592773438
D:/strokeDataset\derivatives\lesion_masks\sub-1505\dwi\sub-1505_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0000014))",1254400,0.0014820098876953125,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0000014))",1254400,0.0014820098876953125
D:/strokeDataset\derivatives\lesion_masks\sub-1506\dwi\sub-1506_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 26)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(6.000002))",1497600,0.0026273727416992188,"(240, 240, 26)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(6.000002))",1497600,0.0026273727416992188
D:/strokeDataset\derivatives\lesion_masks\sub-1506\dwi\sub-1506_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 26)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(6.000002))",1497600,0.0026226043701171875,"(240, 240, 26)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(6.000002))",1497600,0.0026226043701171875
D:/strokeDataset\derivatives\lesion_masks\sub-1507\dwi\sub-1507_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999996))",1304576,0.002368927001953125,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999996))",1304576,0.002368927001953125
D:/strokeDataset\derivatives\lesion_masks\sub-1507\dwi\sub-1507_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999996))",1304576,0.0023641586303710938,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999996))",1304576,0.0023641586303710938
D:/strokeDataset\derivatives\lesion_masks\sub-1508\dwi\sub-1508_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0))",1304576,0.004530906677246094,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0))",1304576,0.004530906677246094
D:/strokeDataset\derivatives\lesion_masks\sub-1508\dwi\sub-1508_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0))",1304576,0.0045261383056640625,"(224, 224, 26)",float64,"(np.float32(1.1057693), np.float32(1.1057694), np.float32(6.0))",1304576,0.0045261383056640625
D:/strokeDataset\derivatives\lesion_masks\sub-1509\dwi\sub-1509_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.9999986))",2156544,0.0032320022583007812,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.9999986))",2156544,0.0032320022583007812
D:/strokeDataset\derivatives\lesion_masks\sub-1509\dwi\sub-1509_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.9999986))",2156544,0.00322723388671875,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.9999986))",2156544,0.00322723388671875
D:/strokeDataset\derivatives\lesion_masks\sub-151\dwi\sub-151_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.89843756), np.float32(6.0000014))",1572864,0.0022821426391601562,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.89843756), np.float32(6.0000014))",1572864,0.0022821426391601562
D:/strokeDataset\derivatives\lesion_masks\sub-151\dwi\sub-151_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.89843756), np.float32(6.0000014))",1572864,0.002277374267578125,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.89843756), np.float32(6.0000014))",1572864,0.002277374267578125
D:/strokeDataset\derivatives\lesion_masks\sub-1510\dwi\sub-1510_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.8945992), np.float32(0.89459926), np.float32(5.9999976))",2156544,0.0023632049560546875,"(288, 288, 26)",float64,"(np.float32(0.8945992), np.float32(0.89459926), np.float32(5.9999976))",2156544,0.0023632049560546875
D:/strokeDataset\derivatives\lesion_masks\sub-1510\dwi\sub-1510_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.8945992), np.float32(0.89459926), np.float32(5.9999976))",2156544,0.0023584365844726562,"(288, 288, 26)",float64,"(np.float32(0.8945992), np.float32(0.89459926), np.float32(5.9999976))",2156544,0.0023584365844726562
D:/strokeDataset\derivatives\lesion_masks\sub-1511\dwi\sub-1511_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223992), np.float32(1.0223991), np.float32(5.9999986))",1304576,0.0027093887329101562,"(224, 224, 26)",float64,"(np.float32(1.0223992), np.float32(1.0223991), np.float32(5.9999986))",1304576,0.0027093887329101562
D:/strokeDataset\derivatives\lesion_masks\sub-1511\dwi\sub-1511_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223992), np.float32(1.0223991), np.float32(5.9999986))",1304576,0.002704620361328125,"(224, 224, 26)",float64,"(np.float32(1.0223992), np.float32(1.0223991), np.float32(5.9999986))",1304576,0.002704620361328125
D:/strokeDataset\derivatives\lesion_masks\sub-1512\dwi\sub-1512_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 25)",float64,"(np.float32(0.8680557), np.float32(0.8680556), np.float32(5.999997))",2073600,0.0023403167724609375,"(288, 288, 25)",float64,"(np.float32(0.8680557), np.float32(0.8680556), np.float32(5.999997))",2073600,0.0023403167724609375
D:/strokeDataset\derivatives\lesion_masks\sub-1512\dwi\sub-1512_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 25)",float64,"(np.float32(0.8680557), np.float32(0.8680556), np.float32(5.999997))",2073600,0.0023355484008789062,"(288, 288, 25)",float64,"(np.float32(0.8680557), np.float32(0.8680556), np.float32(5.999997))",2073600,0.0023355484008789062
D:/strokeDataset\derivatives\lesion_masks\sub-1514\dwi\sub-1514_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 25)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000005))",3686400,0.0055828094482421875,"(384, 384, 25)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000005))",3686400,0.0055828094482421875
D:/strokeDataset\derivatives\lesion_masks\sub-1514\dwi\sub-1514_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 25)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000005))",3686400,0.005578041076660156,"(384, 384, 25)",float64,"(np.float32(0.5989583), np.float32(0.5989584), np.float32(6.0000005))",3686400,0.005578041076660156
D:/strokeDataset\derivatives\lesion_masks\sub-1515\dwi\sub-1515_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.001522064208984375,"(224, 224, 26)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.001522064208984375
D:/strokeDataset\derivatives\lesion_masks\sub-1515\dwi\sub-1515_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.0015172958374023438,"(224, 224, 26)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(6.0000005))",1304576,0.0015172958374023438
D:/strokeDataset\derivatives\lesion_masks\sub-1516\dwi\sub-1516_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 25)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(5.9999995))",1440000,0.0016927719116210938,"(240, 240, 25)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(5.9999995))",1440000,0.0016927719116210938
D:/strokeDataset\derivatives\lesion_masks\sub-1516\dwi\sub-1516_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 25)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(5.9999995))",1440000,0.0016880035400390625,"(240, 240, 25)",float64,"(np.float32(1.0416664), np.float32(1.0416666), np.float32(5.9999995))",1440000,0.0016880035400390625
D:/strokeDataset\derivatives\lesion_masks\sub-1517\dwi\sub-1517_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(5.9999995))",1382400,0.003952980041503906,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(5.9999995))",1382400,0.003952980041503906
D:/strokeDataset\derivatives\lesion_masks\sub-1517\dwi\sub-1517_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(5.9999995))",1382400,0.003948211669921875,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416665), np.float32(5.9999995))",1382400,0.003948211669921875
D:/strokeDataset\derivatives\lesion_masks\sub-1518\dwi\sub-1518_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.000001))",1254400,0.0022859573364257812,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.000001))",1254400,0.0022859573364257812
D:/strokeDataset\derivatives\lesion_masks\sub-1518\dwi\sub-1518_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.000001))",1254400,0.00228118896484375,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057693), np.float32(6.000001))",1254400,0.00228118896484375
D:/strokeDataset\derivatives\lesion_masks\sub-1519\dwi\sub-1519_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0021724700927734375,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0021724700927734375
D:/strokeDataset\derivatives\lesion_masks\sub-1519\dwi\sub-1519_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0021677017211914062,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000005))",1254400,0.0021677017211914062
D:/strokeDataset\derivatives\lesion_masks\sub-152\dwi\sub-152_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.9999995))",1638400,0.0020771026611328125,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.9999995))",1638400,0.0020771026611328125
D:/strokeDataset\derivatives\lesion_masks\sub-152\dwi\sub-152_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.9999995))",1638400,0.0020723342895507812,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(5.9999995))",1638400,0.0020723342895507812
D:/strokeDataset\derivatives\lesion_masks\sub-1521\dwi\sub-1521_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0))",1572864,0.0028314590454101562,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0))",1572864,0.0028314590454101562
D:/strokeDataset\derivatives\lesion_masks\sub-1521\dwi\sub-1521_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0))",1572864,0.002826690673828125,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0))",1572864,0.002826690673828125
D:/strokeDataset\derivatives\lesion_masks\sub-1522\dwi\sub-1522_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000024))",1572864,0.0033578872680664062,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000024))",1572864,0.0033578872680664062
D:/strokeDataset\derivatives\lesion_masks\sub-1522\dwi\sub-1522_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000024))",1572864,0.003353118896484375,"(256, 256, 24)",float64,"(np.float32(0.8984375), np.float32(0.8984375), np.float32(6.0000024))",1572864,0.003353118896484375
D:/strokeDataset\derivatives\lesion_masks\sub-1523\dwi\sub-1523_space-TRACE_desc-lesionAcute_mask.nii.gz,"(432, 432, 26)",float64,"(np.float32(0.54761904), np.float32(0.54761904), np.float32(5.9999995))",4852224,0.0060939788818359375,"(432, 432, 26)",float64,"(np.float32(0.54761904), np.float32(0.54761904), np.float32(5.9999995))",4852224,0.0060939788818359375
D:/strokeDataset\derivatives\lesion_masks\sub-1523\dwi\sub-1523_space-TRACE_desc-lesion_mask.nii.gz,"(432, 432, 26)",float64,"(np.float32(0.54761904), np.float32(0.54761904), np.float32(5.9999995))",4852224,0.006089210510253906,"(432, 432, 26)",float64,"(np.float32(0.54761904), np.float32(0.54761904), np.float32(5.9999995))",4852224,0.006089210510253906
D:/strokeDataset\derivatives\lesion_masks\sub-1524\dwi\sub-1524_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(6.0))",3538944,0.0036478042602539062,"(384, 384, 24)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(6.0))",3538944,0.0036478042602539062
D:/strokeDataset\derivatives\lesion_masks\sub-1524\dwi\sub-1524_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(6.0))",3538944,0.003643035888671875,"(384, 384, 24)",float64,"(np.float32(0.59895825), np.float32(0.5989583), np.float32(6.0))",3538944,0.003643035888671875
D:/strokeDataset\derivatives\lesion_masks\sub-1525\dwi\sub-1525_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.97656244), np.float32(5.9999995))",1703936,0.0029191970825195312,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.97656244), np.float32(5.9999995))",1703936,0.0029191970825195312
D:/strokeDataset\derivatives\lesion_masks\sub-1525\dwi\sub-1525_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.97656244), np.float32(5.9999995))",1703936,0.0029144287109375,"(256, 256, 26)",float64,"(np.float32(0.9765624), np.float32(0.97656244), np.float32(5.9999995))",1703936,0.0029144287109375
D:/strokeDataset\derivatives\lesion_masks\sub-1526\dwi\sub-1526_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 24)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999986))",1204224,0.0016880035400390625,"(224, 224, 24)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999986))",1204224,0.0016880035400390625
D:/strokeDataset\derivatives\lesion_masks\sub-1526\dwi\sub-1526_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 24)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999986))",1204224,0.0016832351684570312,"(224, 224, 24)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999986))",1204224,0.0016832351684570312
D:/strokeDataset\derivatives\lesion_masks\sub-1527\dwi\sub-1527_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9385959), np.float32(0.93859583), np.float32(5.999997))",1703936,0.0019540786743164062,"(256, 256, 26)",float64,"(np.float32(0.9385959), np.float32(0.93859583), np.float32(5.999997))",1703936,0.0019540786743164062
D:/strokeDataset\derivatives\lesion_masks\sub-1527\dwi\sub-1527_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9385959), np.float32(0.93859583), np.float32(5.999997))",1703936,0.001949310302734375,"(256, 256, 26)",float64,"(np.float32(0.9385959), np.float32(0.93859583), np.float32(5.999997))",1703936,0.001949310302734375
