file_name,initial_shape,initial_dtype,initial_voxel_size,initial_total_voxels,initial_file_size_MB,final_shape,final_dtype,final_voxel_size,final_total_voxels,final_file_size_MB
D:/strokeDataset\derivatives\lesion_masks\sub-1468\dwi\sub-1468_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223992), np.float32(6.000005))",1304576,0.001842498779296875,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223992), np.float32(6.000005))",1304576,0.001842498779296875
D:/strokeDataset\derivatives\lesion_masks\sub-1469\dwi\sub-1469_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.9999948))",1304576,0.0021295547485351562,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.9999948))",1304576,0.0021295547485351562
D:/strokeDataset\derivatives\lesion_masks\sub-1469\dwi\sub-1469_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.9999948))",1304576,0.002124786376953125,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.9999948))",1304576,0.002124786376953125
D:/strokeDataset\derivatives\lesion_masks\sub-147\dwi\sub-147_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057692), np.float32(6.000003))",1254400,0.0020112991333007812,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057692), np.float32(6.000003))",1254400,0.0020112991333007812
D:/strokeDataset\derivatives\lesion_masks\sub-147\dwi\sub-147_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057692), np.float32(6.000003))",1254400,0.00200653076171875,"(224, 224, 25)",float64,"(np.float32(1.1057695), np.float32(1.1057692), np.float32(6.000003))",1254400,0.00200653076171875
D:/strokeDataset\derivatives\lesion_masks\sub-1470\dwi\sub-1470_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0016918182373046875,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0016918182373046875
D:/strokeDataset\derivatives\lesion_masks\sub-1470\dwi\sub-1470_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0016870498657226562,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.9999995))",1254400,0.0016870498657226562
D:/strokeDataset\derivatives\lesion_masks\sub-1471\dwi\sub-1471_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999995))",1304576,0.001537322998046875,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999995))",1304576,0.001537322998046875
D:/strokeDataset\derivatives\lesion_masks\sub-1471\dwi\sub-1471_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999995))",1304576,0.0015325546264648438,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.9999995))",1304576,0.0015325546264648438
D:/strokeDataset\derivatives\lesion_masks\sub-1472\dwi\sub-1472_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.00174713134765625,"(224, 224, 26)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.00174713134765625
D:/strokeDataset\derivatives\lesion_masks\sub-1472\dwi\sub-1472_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0017423629760742188,"(224, 224, 26)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999995))",1304576,0.0017423629760742188
D:/strokeDataset\derivatives\lesion_masks\sub-1473\dwi\sub-1473_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999998))",1304576,0.0020580291748046875,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999998))",1304576,0.0020580291748046875
D:/strokeDataset\derivatives\lesion_masks\sub-1473\dwi\sub-1473_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999998))",1304576,0.0020532608032226562,"(224, 224, 26)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999998))",1304576,0.0020532608032226562
D:/strokeDataset\derivatives\lesion_masks\sub-1474\dwi\sub-1474_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223992), np.float32(5.9999957))",1304576,0.0021886825561523438,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223992), np.float32(5.9999957))",1304576,0.0021886825561523438
D:/strokeDataset\derivatives\lesion_masks\sub-1474\dwi\sub-1474_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223992), np.float32(5.9999957))",1304576,0.0021839141845703125,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223992), np.float32(5.9999957))",1304576,0.0021839141845703125
D:/strokeDataset\derivatives\lesion_masks\sub-1475\dwi\sub-1475_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.999996))",1304576,0.003429412841796875,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.999996))",1304576,0.003429412841796875
D:/strokeDataset\derivatives\lesion_masks\sub-1475\dwi\sub-1475_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.999996))",1304576,0.001800537109375,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.999996))",1304576,0.001800537109375
D:/strokeDataset\derivatives\lesion_masks\sub-1475\dwi\sub-1475_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.999996))",1304576,0.0034999847412109375,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.0223991), np.float32(5.999996))",1304576,0.0034999847412109375
D:/strokeDataset\derivatives\lesion_masks\sub-1476\dwi\sub-1476_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.0000024))",1638400,0.0018634796142578125,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.0000024))",1638400,0.0018634796142578125
D:/strokeDataset\derivatives\lesion_masks\sub-1476\dwi\sub-1476_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.0000024))",1638400,0.0018587112426757812,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.0000024))",1638400,0.0018587112426757812
D:/strokeDataset\derivatives\lesion_masks\sub-1477\dwi\sub-1477_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.89843744), np.float32(6.000004))",1703936,0.0022649765014648438,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.89843744), np.float32(6.000004))",1703936,0.0022649765014648438
D:/strokeDataset\derivatives\lesion_masks\sub-1477\dwi\sub-1477_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.89843744), np.float32(6.000004))",1703936,0.0022602081298828125,"(256, 256, 26)",float64,"(np.float32(0.8984375), np.float32(0.89843744), np.float32(6.000004))",1703936,0.0022602081298828125
D:/strokeDataset\derivatives\lesion_masks\sub-1478\dwi\sub-1478_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999999))",1304576,0.004490852355957031,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999999))",1304576,0.004490852355957031
D:/strokeDataset\derivatives\lesion_masks\sub-1478\dwi\sub-1478_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999999))",1304576,0.004486083984375,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(5.999999))",1304576,0.004486083984375
D:/strokeDataset\derivatives\lesion_masks\sub-1479\dwi\sub-1479_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.93283576), np.float32(6.000001))",2156544,0.0023365020751953125,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.93283576), np.float32(6.000001))",2156544,0.0023365020751953125
D:/strokeDataset\derivatives\lesion_masks\sub-1479\dwi\sub-1479_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.93283576), np.float32(6.000001))",2156544,0.0023317337036132812,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.93283576), np.float32(6.000001))",2156544,0.0023317337036132812
D:/strokeDataset\derivatives\lesion_masks\sub-148\dwi\sub-148_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(5.999997))",1254400,0.0018377304077148438,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(5.999997))",1254400,0.0018377304077148438
D:/strokeDataset\derivatives\lesion_masks\sub-148\dwi\sub-148_space-TRACE_desc-lesionChronic_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(5.999997))",1254400,0.0043239593505859375,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(5.999997))",1254400,0.0043239593505859375
D:/strokeDataset\derivatives\lesion_masks\sub-148\dwi\sub-148_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(5.999997))",1254400,0.0046176910400390625,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057692), np.float32(5.999997))",1254400,0.0046176910400390625
D:/strokeDataset\derivatives\lesion_masks\sub-1480\dwi\sub-1480_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(5.9999924))",1638400,0.0047779083251953125,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(5.9999924))",1638400,0.0047779083251953125
D:/strokeDataset\derivatives\lesion_masks\sub-1480\dwi\sub-1480_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(5.9999924))",1638400,0.004773139953613281,"(256, 256, 25)",float64,"(np.float32(0.89843756), np.float32(0.89843744), np.float32(5.9999924))",1638400,0.004773139953613281
D:/strokeDataset\derivatives\lesion_masks\sub-1481\dwi\sub-1481_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.97265613), np.float32(0.9726563), np.float32(6.0000005))",1703936,0.0020647048950195312,"(256, 256, 26)",float64,"(np.float32(0.97265613), np.float32(0.9726563), np.float32(6.0000005))",1703936,0.0020647048950195312
D:/strokeDataset\derivatives\lesion_masks\sub-1481\dwi\sub-1481_space-TRACE_desc-lesionChronic_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.97265613), np.float32(0.9726563), np.float32(6.0000005))",1703936,0.002227783203125,"(256, 256, 26)",float64,"(np.float32(0.97265613), np.float32(0.9726563), np.float32(6.0000005))",1703936,0.002227783203125
D:/strokeDataset\derivatives\lesion_masks\sub-1481\dwi\sub-1481_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.97265613), np.float32(0.9726563), np.float32(6.0000005))",1703936,0.002429962158203125,"(256, 256, 26)",float64,"(np.float32(0.97265613), np.float32(0.9726563), np.float32(6.0000005))",1703936,0.002429962158203125
D:/strokeDataset\derivatives\lesion_masks\sub-1482\dwi\sub-1482_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0023679733276367188,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0023679733276367188
D:/strokeDataset\derivatives\lesion_masks\sub-1482\dwi\sub-1482_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0023632049560546875,"(224, 224, 25)",float64,"(np.float32(1.105769), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0023632049560546875
D:/strokeDataset\derivatives\lesion_masks\sub-1483\dwi\sub-1483_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8594), np.float32(0.85940003), np.float32(5.9999914))",1703936,0.0039196014404296875,"(256, 256, 26)",float64,"(np.float32(0.8594), np.float32(0.85940003), np.float32(5.9999914))",1703936,0.0039196014404296875
D:/strokeDataset\derivatives\lesion_masks\sub-1483\dwi\sub-1483_space-TRACE_desc-lesionChronic_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8594), np.float32(0.85940003), np.float32(5.9999914))",1703936,0.0022430419921875,"(256, 256, 26)",float64,"(np.float32(0.8594), np.float32(0.85940003), np.float32(5.9999914))",1703936,0.0022430419921875
D:/strokeDataset\derivatives\lesion_masks\sub-1483\dwi\sub-1483_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8594), np.float32(0.85940003), np.float32(5.9999914))",1703936,0.004275321960449219,"(256, 256, 26)",float64,"(np.float32(0.8594), np.float32(0.85940003), np.float32(5.9999914))",1703936,0.004275321960449219
D:/strokeDataset\derivatives\lesion_masks\sub-1484\dwi\sub-1484_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 24)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999998))",1204224,0.0015316009521484375,"(224, 224, 24)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999998))",1204224,0.0015316009521484375
D:/strokeDataset\derivatives\lesion_masks\sub-1484\dwi\sub-1484_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 24)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999998))",1204224,0.0015268325805664062,"(224, 224, 24)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.999998))",1204224,0.0015268325805664062
D:/strokeDataset\derivatives\lesion_masks\sub-1485\dwi\sub-1485_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.004899024963378906,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.004899024963378906
D:/strokeDataset\derivatives\lesion_masks\sub-1485\dwi\sub-1485_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.004894256591796875,"(224, 224, 25)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0))",1254400,0.004894256591796875
D:/strokeDataset\derivatives\lesion_masks\sub-1486\dwi\sub-1486_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.0000014))",3538944,0.0035867691040039062,"(384, 384, 24)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.0000014))",3538944,0.0035867691040039062
D:/strokeDataset\derivatives\lesion_masks\sub-1486\dwi\sub-1486_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 24)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.0000014))",3538944,0.003582000732421875,"(384, 384, 24)",float64,"(np.float32(0.5989583), np.float32(0.59895825), np.float32(6.0000014))",3538944,0.003582000732421875
D:/strokeDataset\derivatives\lesion_masks\sub-1487\dwi\sub-1487_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.999996))",2156544,0.0022954940795898438,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.999996))",2156544,0.0022954940795898438
D:/strokeDataset\derivatives\lesion_masks\sub-1487\dwi\sub-1487_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.999996))",2156544,0.0022907257080078125,"(288, 288, 26)",float64,"(np.float32(0.9328359), np.float32(0.9328358), np.float32(5.999996))",2156544,0.0022907257080078125
D:/strokeDataset\derivatives\lesion_masks\sub-1488\dwi\sub-1488_space-TRACE_desc-lesionAcute_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(5.9999957))",2156544,0.004605293273925781,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(5.9999957))",2156544,0.004605293273925781
D:/strokeDataset\derivatives\lesion_masks\sub-1488\dwi\sub-1488_space-TRACE_desc-lesionChronic_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(5.9999957))",2156544,0.003871917724609375,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(5.9999957))",2156544,0.003871917724609375
D:/strokeDataset\derivatives\lesion_masks\sub-1488\dwi\sub-1488_space-TRACE_desc-lesion_mask.nii.gz,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(5.9999957))",2156544,0.006168365478515625,"(288, 288, 26)",float64,"(np.float32(0.93283576), np.float32(0.9328358), np.float32(5.9999957))",2156544,0.006168365478515625
D:/strokeDataset\derivatives\lesion_masks\sub-1489\dwi\sub-1489_space-TRACE_desc-lesionAcute_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416666), np.float32(5.9999957))",1382400,0.0020275115966796875,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416666), np.float32(5.9999957))",1382400,0.0020275115966796875
D:/strokeDataset\derivatives\lesion_masks\sub-1489\dwi\sub-1489_space-TRACE_desc-lesion_mask.nii.gz,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416666), np.float32(5.9999957))",1382400,0.0020227432250976562,"(240, 240, 24)",float64,"(np.float32(1.0416667), np.float32(1.0416666), np.float32(5.9999957))",1382400,0.0020227432250976562
D:/strokeDataset\derivatives\lesion_masks\sub-149\dwi\sub-149_space-TRACE_desc-lesionAcute_mask.nii.gz,"(384, 384, 26)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(5.9999986))",3833856,0.003941535949707031,"(384, 384, 26)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(5.9999986))",3833856,0.003941535949707031
D:/strokeDataset\derivatives\lesion_masks\sub-149\dwi\sub-149_space-TRACE_desc-lesion_mask.nii.gz,"(384, 384, 26)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(5.9999986))",3833856,0.003936767578125,"(384, 384, 26)",float64,"(np.float32(0.5989582), np.float32(0.5989583), np.float32(5.9999986))",3833856,0.003936767578125
D:/strokeDataset\derivatives\lesion_masks\sub-1490\dwi\sub-1490_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9375), np.float32(0.9375), np.float32(6.0000033))",1703936,0.0028781890869140625,"(256, 256, 26)",float64,"(np.float32(0.9375), np.float32(0.9375), np.float32(6.0000033))",1703936,0.0028781890869140625
D:/strokeDataset\derivatives\lesion_masks\sub-1490\dwi\sub-1490_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.9375), np.float32(0.9375), np.float32(6.0000033))",1703936,0.0028734207153320312,"(256, 256, 26)",float64,"(np.float32(0.9375), np.float32(0.9375), np.float32(6.0000033))",1703936,0.0028734207153320312
D:/strokeDataset\derivatives\lesion_masks\sub-1491\dwi\sub-1491_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(6.000002))",1304576,0.0021839141845703125,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(6.000002))",1304576,0.0021839141845703125
D:/strokeDataset\derivatives\lesion_masks\sub-1491\dwi\sub-1491_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(6.000002))",1304576,0.0021791458129882812,"(224, 224, 26)",float64,"(np.float32(1.022399), np.float32(1.0223991), np.float32(6.000002))",1304576,0.0021791458129882812
D:/strokeDataset\derivatives\lesion_masks\sub-1493\dwi\sub-1493_space-TRACE_desc-lesionAcute_mask.nii.gz,"(480, 480, 26)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(5.9999986))",5990400,0.0075397491455078125,"(480, 480, 26)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(5.9999986))",5990400,0.0075397491455078125
D:/strokeDataset\derivatives\lesion_masks\sub-1493\dwi\sub-1493_space-TRACE_desc-lesion_mask.nii.gz,"(480, 480, 26)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(5.9999986))",5990400,0.007534980773925781,"(480, 480, 26)",float64,"(np.float32(0.5227273), np.float32(0.52272725), np.float32(5.9999986))",5990400,0.007534980773925781
D:/strokeDataset\derivatives\lesion_masks\sub-1494\dwi\sub-1494_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984376), np.float32(0.89843756), np.float32(6.0000024))",1703936,0.0024919509887695312,"(256, 256, 26)",float64,"(np.float32(0.8984376), np.float32(0.89843756), np.float32(6.0000024))",1703936,0.0024919509887695312
D:/strokeDataset\derivatives\lesion_masks\sub-1494\dwi\sub-1494_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 26)",float64,"(np.float32(0.8984376), np.float32(0.89843756), np.float32(6.0000024))",1703936,0.0024871826171875,"(256, 256, 26)",float64,"(np.float32(0.8984376), np.float32(0.89843756), np.float32(6.0000024))",1703936,0.0024871826171875
D:/strokeDataset\derivatives\lesion_masks\sub-1495\dwi\sub-1495_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223991), np.float32(5.9999976))",1304576,0.0016889572143554688,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223991), np.float32(5.9999976))",1304576,0.0016889572143554688
D:/strokeDataset\derivatives\lesion_masks\sub-1495\dwi\sub-1495_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223991), np.float32(5.9999976))",1304576,0.0016841888427734375,"(224, 224, 26)",float64,"(np.float32(1.0223988), np.float32(1.0223991), np.float32(5.9999976))",1304576,0.0016841888427734375
D:/strokeDataset\derivatives\lesion_masks\sub-1496\dwi\sub-1496_space-TRACE_desc-lesionAcute_mask.nii.gz,"(256, 256, 27)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.000002))",1769472,0.002834320068359375,"(256, 256, 27)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.000002))",1769472,0.002834320068359375
D:/strokeDataset\derivatives\lesion_masks\sub-1496\dwi\sub-1496_space-TRACE_desc-lesion_mask.nii.gz,"(256, 256, 27)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.000002))",1769472,0.0028295516967773438,"(256, 256, 27)",float64,"(np.float32(0.89843756), np.float32(0.8984375), np.float32(6.000002))",1769472,0.0028295516967773438
D:/strokeDataset\derivatives\lesion_masks\sub-1497\dwi\sub-1497_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 27)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000052))",1354752,0.0016050338745117188,"(224, 224, 27)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000052))",1354752,0.0016050338745117188
D:/strokeDataset\derivatives\lesion_masks\sub-1497\dwi\sub-1497_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 27)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000052))",1354752,0.0016002655029296875,"(224, 224, 27)",float64,"(np.float32(1.1057693), np.float32(1.1057693), np.float32(6.0000052))",1354752,0.0016002655029296875
D:/strokeDataset\derivatives\lesion_masks\sub-1498\dwi\sub-1498_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0016326904296875,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0016326904296875
D:/strokeDataset\derivatives\lesion_masks\sub-1498\dwi\sub-1498_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0016279220581054688,"(224, 224, 25)",float64,"(np.float32(1.1057694), np.float32(1.1057693), np.float32(5.9999948))",1254400,0.0016279220581054688
D:/strokeDataset\derivatives\lesion_masks\sub-1499\dwi\sub-1499_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(5.999998))",1304576,0.0015554428100585938,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(5.999998))",1304576,0.0015554428100585938
D:/strokeDataset\derivatives\lesion_masks\sub-1499\dwi\sub-1499_space-TRACE_desc-lesion_mask.nii.gz,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(5.999998))",1304576,0.0015506744384765625,"(224, 224, 26)",float64,"(np.float32(1.0223991), np.float32(1.022399), np.float32(5.999998))",1304576,0.0015506744384765625
D:/strokeDataset\derivatives\lesion_masks\sub-15\dwi\sub-15_space-TRACE_desc-lesionAcute_mask.nii.gz,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0016355514526367188,"(224, 224, 25)",float64,"(np.float32(1.1057692), np.float32(1.1057693), np.float32(5.999996))",1254400,0.0016355514526367188
